brand,model,engine_size,fuel_type,year,mileage_km,price_usd,age,price_per_1k_km,mileage_bucket_label,mileage_bucket_order,age_bucket_label,age_bucket_order,overprice_threshold,is_overpriced
Porsche,911,3.5,Petrol,2009,90085,41351,16,459.02203474496315,50-100k,3,10y+,4,123087.75,False
Toyota,RAV4,2.4,Hybrid,2007,165782,10326,18,62.286617364973274,>100k,4,10y+,4,66286.875,False
Ford,Focus,1.0,Petrol,2003,130541,4646,22,35.590350924230705,>100k,4,10y+,4,40657.0,False
Toyota,Yaris,1.4,Petrol,2015,33011,19159,10,580.3822968101541,20-50k,2,6-10y,3,31920.5,False
Ford,Fiesta,1.4,Petrol,2009,9426,12636,16,1340.5474220241883,<20k,1,10y+,4,24653.0,False
BMW,Z4,2.0,Petrol,2005,112209,9543,20,85.04665401171029,>100k,4,10y+,4,53698.375,False
VW,Passat,1.8,Diesel,2009,119120,11169,16,93.76259234385493,>100k,4,10y+,4,43699.5,False
VW,Golf,2.0,Petrol,2008,57672,12991,17,225.25662366486338,50-100k,3,10y+,4,35342.375,False
Toyota,RAV4,2.4,Hybrid,2020,23471,67781,5,2887.8616164628693,20-50k,2,3-5y,2,66286.875,True
VW,Passat,1.6,Diesel,1993,206193,1755,32,8.511443162473991,>100k,4,10y+,4,43699.5,False
BMW,M5,5.0,Petrol,2014,27239,87259,11,3203.458276735563,20-50k,2,10y+,4,134836.0,False
VW,Polo,1.0,Petrol,1999,124854,2633,26,21.08863152161725,>100k,4,10y+,4,26969.875,False
Porsche,911,3.5,Petrol,1999,210508,7981,26,37.91304843521386,>100k,4,10y+,4,123087.75,False
Toyota,RAV4,1.8,Hybrid,2014,102009,23613,11,231.4795753315884,>100k,4,10y+,4,66286.875,False
Toyota,Yaris,1.4,Petrol,1991,133810,1922,34,14.36364995142366,>100k,4,10y+,4,31920.5,False
Toyota,Prius,1.0,Hybrid,2020,23828,37150,5,1559.0901460466678,20-50k,2,3-5y,2,49265.75,False
Porsche,911,2.2,Petrol,2019,12011,103893,6,8649.820997419032,<20k,1,6-10y,3,123087.75,False
Ford,Fiesta,1.0,Petrol,2004,62321,5606,21,89.9536271882672,50-100k,3,10y+,4,24653.0,False
VW,Passat,1.4,Petrol,2016,36718,26271,9,715.4801459774496,20-50k,2,6-10y,3,43699.5,False
VW,Polo,1.6,Petrol,2020,20469,27202,5,1328.936440470956,20-50k,2,3-5y,2,26969.875,True
Ford,Fiesta,1.2,Petrol,2002,141158,3017,23,21.373212995366895,>100k,4,10y+,4,24653.0,False
Toyota,RAV4,2.2,Petrol,1990,115750,3963,35,34.23758099352052,>100k,4,10y+,4,66286.875,False
Ford,Mondeo,1.6,Diesel,2001,141663,4897,24,34.56795352350296,>100k,4,10y+,4,43916.0,False
VW,Golf,1.4,Petrol,2018,31325,24857,7,793.5195530726257,20-50k,2,6-10y,3,35342.375,False
Porsche,718 Cayman,2.0,Petrol,2019,18889,54116,6,2864.947853247922,<20k,1,6-10y,3,73239.75,False
Ford,Focus,1.6,Petrol,2013,78411,16823,12,214.5489790973205,50-100k,3,10y+,4,40657.0,False
BMW,Z4,3.0,Petrol,2003,232190,3720,22,16.02136181575434,>100k,4,10y+,4,53698.375,False
Ford,Fiesta,1.2,Petrol,2012,73316,9731,13,132.72682634077145,50-100k,3,10y+,4,24653.0,False
BMW,Z4,3.0,Petrol,1991,153782,3309,34,21.517472786151824,>100k,4,10y+,4,53698.375,False
Ford,Fiesta,1.2,Petrol,2022,10849,27623,3,2546.1332841736566,<20k,1,3-5y,2,24653.0,True
BMW,M5,4.0,Petrol,1988,246899,2490,37,10.085095524890745,>100k,4,10y+,4,134836.0,False
VW,Passat,1.6,Diesel,2011,64532,17764,14,275.2742825264985,50-100k,3,10y+,4,43699.5,False
VW,Passat,1.4,Diesel,2002,152446,4739,23,31.08641748553586,>100k,4,10y+,4,43699.5,False
VW,Polo,1.6,Petrol,1989,172695,1158,36,6.705463389212195,>100k,4,10y+,4,26969.875,False
Toyota,Yaris,1.2,Petrol,1989,231639,672,36,2.9010658826881484,>100k,4,10y+,4,31920.5,False
VW,Polo,1.2,Petrol,2004,76882,5719,21,74.38672250982025,50-100k,3,10y+,4,26969.875,False
BMW,M5,4.4,Petrol,2016,45287,84090,9,1856.8242542009848,20-50k,2,6-10y,3,134836.0,False
Ford,Focus,1.0,Petrol,2010,41149,13846,15,336.4844832195193,20-50k,2,10y+,4,40657.0,False
VW,Polo,2.0,Petrol,1995,71673,4197,30,58.557615838600306,50-100k,3,10y+,4,26969.875,False
Ford,Fiesta,1.2,Petrol,2004,108120,4456,21,41.21346651868294,>100k,4,10y+,4,24653.0,False
Ford,Fiesta,1.4,Petrol,2012,70468,10714,13,152.0406425611625,50-100k,3,10y+,4,24653.0,False
Ford,Focus,1.0,Petrol,1990,87647,2691,35,30.702705169600783,50-100k,3,10y+,4,40657.0,False
Ford,Mondeo,2.0,Diesel,2016,30520,32355,9,1060.124508519004,20-50k,2,6-10y,3,43916.0,False
VW,Polo,1.0,Petrol,2006,90122,5439,19,60.351523490379705,50-100k,3,10y+,4,26969.875,False
BMW,M5,5.0,Petrol,1985,293380,1474,40,5.024200695343922,>100k,4,10y+,4,134836.0,False
Ford,Mondeo,2.0,Diesel,2000,128379,5692,25,44.337469523831786,>100k,4,10y+,4,43916.0,False
Ford,Fiesta,1.2,Petrol,1987,152727,1010,38,6.613107047214965,>100k,4,10y+,4,24653.0,False
Ford,Fiesta,1.2,Hybrid,1986,70440,2103,39,29.855195911413972,50-100k,3,10y+,4,24653.0,False
VW,Golf,1.4,Hybrid,1993,197146,1630,32,8.267984133586276,>100k,4,10y+,4,35342.375,False
Ford,Mondeo,1.4,Diesel,2011,120794,10517,14,87.06558272761892,>100k,4,10y+,4,43916.0,False
VW,Polo,1.0,Petrol,2004,91831,4702,21,51.20275288301336,50-100k,3,10y+,4,26969.875,False
BMW,X3,2.4,Diesel,1988,223777,1456,37,6.506477430656413,>100k,4,10y+,4,59511.625,False
Ford,Focus,1.0,Hybrid,1997,154302,3086,28,19.999740768104108,>100k,4,10y+,4,40657.0,False
Toyota,RAV4,1.8,Hybrid,1996,153266,4766,29,31.0962640115877,>100k,4,10y+,4,66286.875,False
BMW,M5,5.0,Petrol,1991,198308,5270,34,26.574823002602013,>100k,4,10y+,4,134836.0,False
VW,Passat,2.0,Diesel,2002,93283,8945,23,95.89099835982977,50-100k,3,10y+,4,43699.5,False
Ford,Fiesta,1.2,Petrol,1993,142625,1636,32,11.470639789658195,>100k,4,10y+,4,24653.0,False
BMW,M5,4.0,Petrol,2015,29973,82135,10,2740.299602976012,20-50k,2,6-10y,3,134836.0,False
VW,Passat,1.8,Petrol,2011,61497,18304,14,297.64053531066554,50-100k,3,10y+,4,43699.5,False
Ford,Focus,1.8,Petrol,2002,70107,9066,23,129.31661602978303,50-100k,3,10y+,4,40657.0,False
VW,Golf,1.6,Petrol,2008,80137,10006,17,124.86117523740594,50-100k,3,10y+,4,35342.375,False
BMW,Z4,2.0,Petrol,2000,88240,8148,25,92.33907524932005,50-100k,3,10y+,4,53698.375,False
Toyota,Prius,1.8,Hybrid,1992,117825,4116,33,34.933163590070016,>100k,4,10y+,4,49265.75,False
VW,Passat,1.4,Petrol,1987,135441,1905,38,14.06516490575232,>100k,4,10y+,4,43699.5,False
Ford,Focus,1.4,Petrol,1999,136103,4029,26,29.602580398668653,>100k,4,10y+,4,40657.0,False
BMW,M5,4.4,Petrol,1991,308472,1787,34,5.793070359708499,>100k,4,10y+,4,134836.0,False
VW,Passat,1.8,Petrol,1995,240990,1479,30,6.137184115523466,>100k,4,10y+,4,43699.5,False
Ford,Focus,1.0,Diesel,2002,135525,4387,23,32.370411363217116,>100k,4,10y+,4,40657.0,False
Toyota,Prius,1.0,Hybrid,2015,76301,19207,10,251.72671393559716,50-100k,3,6-10y,3,49265.75,False
VW,Polo,1.4,Petrol,2011,88298,9099,14,103.04876667648192,50-100k,3,10y+,4,26969.875,False
Toyota,Yaris,1.0,Petrol,1994,178566,1371,31,7.677833406135546,>100k,4,10y+,4,31920.5,False
BMW,Z4,3.0,Petrol,2011,57379,25582,14,445.8425556388226,50-100k,3,10y+,4,53698.375,False
Ford,Fiesta,1.0,Hybrid,2001,116123,3762,24,32.39668282769133,>100k,4,10y+,4,24653.0,False
VW,Passat,1.6,Diesel,1991,176939,1981,34,11.19594888633936,>100k,4,10y+,4,43699.5,False
VW,Polo,1.2,Petrol,1991,208686,837,34,4.010810499985624,>100k,4,10y+,4,26969.875,False
VW,Golf,1.4,Petrol,2013,54420,15486,12,284.5644983461962,50-100k,3,10y+,4,35342.375,False
VW,Passat,1.6,Diesel,2020,16841,43090,5,2558.636660530847,<20k,1,3-5y,2,43699.5,False
VW,Polo,1.6,Petrol,2020,13754,28212,5,2051.185109786244,<20k,1,3-5y,2,26969.875,True
Ford,Fiesta,1.4,Petrol,1995,155873,1812,30,11.624848434302285,>100k,4,10y+,4,24653.0,False
VW,Polo,1.0,Petrol,2000,167986,1983,25,11.804555141499888,>100k,4,10y+,4,26969.875,False
VW,Polo,1.6,Petrol,2014,72788,13225,11,181.6920371489806,50-100k,3,10y+,4,26969.875,False
Ford,Fiesta,1.2,Petrol,1990,176537,1010,35,5.721180262494547,>100k,4,10y+,4,24653.0,False
Ford,Focus,1.4,Diesel,1996,146613,3183,29,21.710216692926274,>100k,4,10y+,4,40657.0,False
Porsche,Cayenne,3.0,Diesel,2005,86617,21180,20,244.52474687417018,50-100k,3,10y+,4,104718.5,False
Ford,Mondeo,1.8,Diesel,1993,240070,1297,32,5.402590910984296,>100k,4,10y+,4,43916.0,False
VW,Golf,1.4,Petrol,1989,206362,959,36,4.647173413709888,>100k,4,10y+,4,35342.375,False
VW,Polo,1.6,Petrol,2014,39111,16384,11,418.9102809951165,20-50k,2,10y+,4,26969.875,False
Ford,Mondeo,1.8,Diesel,2004,110504,8087,21,73.18287120828205,>100k,4,10y+,4,43916.0,False
Ford,Focus,1.4,Petrol,2018,34692,29018,7,836.4464429839733,20-50k,2,6-10y,3,40657.0,False
Toyota,Prius,1.4,Hybrid,2009,89469,13899,16,155.34989772993998,50-100k,3,10y+,4,49265.75,False
Ford,Fiesta,1.0,Petrol,2010,80741,7390,15,91.52722904100767,50-100k,3,10y+,4,24653.0,False
Ford,Mondeo,2.0,Petrol,2005,85506,10408,20,121.72245222557481,50-100k,3,10y+,4,43916.0,False
VW,Passat,1.6,Diesel,2005,59344,12316,20,207.53572391480182,50-100k,3,10y+,4,43699.5,False
Toyota,Prius,1.4,Hybrid,2010,52193,19070,15,365.37466710095225,50-100k,3,10y+,4,49265.75,False
Toyota,Prius,1.4,Hybrid,2016,62531,26629,9,425.8527770225968,50-100k,3,6-10y,3,49265.75,False
VW,Golf,1.4,Petrol,1998,155879,2696,27,17.29546635531406,>100k,4,10y+,4,35342.375,False
Ford,Focus,2.0,Petrol,1988,239434,947,37,3.955160921172432,>100k,4,10y+,4,40657.0,False
BMW,X3,2.4,Petrol,2015,76687,27607,10,359.99582719365736,50-100k,3,6-10y,3,59511.625,False
VW,Polo,1.0,Petrol,1990,232608,576,35,2.4762690879075526,>100k,4,10y+,4,26969.875,False
Ford,Mondeo,2.0,Petrol,1994,194895,2088,31,10.713461094435464,>100k,4,10y+,4,43916.0,False
VW,Polo,1.2,Petrol,2001,152293,2646,24,17.37440328839802,>100k,4,10y+,4,26969.875,False
BMW,Z4,2.4,Petrol,2015,33651,34541,10,1026.4479510267154,20-50k,2,6-10y,3,53698.375,False
Ford,Mondeo,2.0,Diesel,2004,97935,9355,21,95.52254046050952,50-100k,3,10y+,4,43916.0,False
Ford,Fiesta,1.2,Petrol,2009,87823,7207,16,82.06278537512952,50-100k,3,10y+,4,24653.0,False
Toyota,Prius,1.4,Hybrid,2006,44685,15300,19,342.3967774420946,20-50k,2,10y+,4,49265.75,False
Ford,Focus,1.0,Petrol,2010,122617,7881,15,64.27330631152287,>100k,4,10y+,4,40657.0,False
VW,Polo,1.0,Petrol,1991,180111,981,34,5.446641237903293,>100k,4,10y+,4,26969.875,False
VW,Polo,1.6,Petrol,2008,103036,7159,17,69.48056989789976,>100k,4,10y+,4,26969.875,False
Toyota,Prius,1.4,Hybrid,2008,67268,15143,17,225.11446750312183,50-100k,3,10y+,4,49265.75,False
Toyota,RAV4,2.2,Hybrid,1993,194690,3033,32,15.578612152652935,>100k,4,10y+,4,66286.875,False
BMW,Z4,2.2,Petrol,2004,44338,14903,21,336.12251341964003,20-50k,2,10y+,4,53698.375,False
BMW,X3,3.0,Diesel,2004,101501,13055,21,128.61942246874415,>100k,4,10y+,4,59511.625,False
Ford,Focus,1.4,Petrol,1992,195881,1530,33,7.810864759726568,>100k,4,10y+,4,40657.0,False
Toyota,RAV4,1.8,Hybrid,1994,155737,4087,31,26.242960889191394,>100k,4,10y+,4,66286.875,False
Toyota,Yaris,1.2,Hybrid,2001,93729,5633,24,60.09879546351716,50-100k,3,10y+,4,31920.5,False
BMW,Z4,2.4,Petrol,2005,164481,6887,20,41.87109757357993,>100k,4,10y+,4,53698.375,False
Ford,Fiesta,1.4,Petrol,2010,129775,6082,15,46.86572914659988,>100k,4,10y+,4,24653.0,False
VW,Polo,2.0,Petrol,1996,273314,834,29,3.0514353454268712,>100k,4,10y+,4,26969.875,False
Toyota,Yaris,1.0,Petrol,2012,46927,12197,13,259.91433503100563,20-50k,2,10y+,4,31920.5,False
Ford,Mondeo,1.8,Diesel,2006,134337,7687,19,57.22176317768002,>100k,4,10y+,4,43916.0,False
Toyota,RAV4,2.0,Hybrid,2008,108309,15923,17,147.0145601935204,>100k,4,10y+,4,66286.875,False
BMW,Z4,3.0,Petrol,2014,46722,33406,11,714.995077265528,20-50k,2,10y+,4,53698.375,False
VW,Passat,2.0,Diesel,1992,244304,1300,33,5.321239111926125,>100k,4,10y+,4,43699.5,False
Toyota,RAV4,2.4,Petrol,2015,47154,35217,10,746.8507443695127,20-50k,2,6-10y,3,66286.875,False
VW,Golf,1.6,Petrol,1997,149858,2833,28,18.90456298629369,>100k,4,10y+,4,35342.375,False
Toyota,RAV4,1.8,Hybrid,2005,47383,18764,20,396.00700673237236,20-50k,2,10y+,4,66286.875,False
Ford,Fiesta,1.2,Petrol,2001,107560,3663,24,34.055410933432505,>100k,4,10y+,4,24653.0,False
VW,Golf,1.8,Diesel,1998,258079,1300,27,5.037217286179813,>100k,4,10y+,4,35342.375,False
VW,Polo,1.2,Diesel,2000,142092,2824,25,19.874447541029753,>100k,4,10y+,4,26969.875,False
BMW,X3,3.0,Petrol,2009,70084,21633,16,308.672450202614,50-100k,3,10y+,4,59511.625,False
Ford,Mondeo,2.0,Diesel,1985,131822,2038,40,15.460241841270804,>100k,4,10y+,4,43916.0,False
BMW,Z4,2.4,Petrol,2016,21842,39488,9,1807.8930500869885,20-50k,2,6-10y,3,53698.375,False
BMW,M5,5.0,Petrol,1994,215858,5508,31,25.51677491684348,>100k,4,10y+,4,134836.0,False
VW,Golf,1.2,Petrol,2005,125538,5079,20,40.45786933040195,>100k,4,10y+,4,35342.375,False
VW,Polo,2.0,Diesel,2000,133287,3912,25,29.35019919421999,>100k,4,10y+,4,26969.875,False
Toyota,RAV4,2.2,Hybrid,1998,206980,3799,27,18.354430379746837,>100k,4,10y+,4,66286.875,False
BMW,X3,3.0,Diesel,1990,136897,3913,35,28.583533605557466,>100k,4,10y+,4,59511.625,False
VW,Polo,1.2,Petrol,1991,118120,1782,34,15.086352861496783,>100k,4,10y+,4,26969.875,False
Porsche,911,2.2,Petrol,2022,5226,131467,3,25156.33371603521,<20k,1,3-5y,2,123087.75,True
VW,Passat,1.4,Diesel,2015,41284,25112,10,608.2743920162775,20-50k,2,6-10y,3,43699.5,False
VW,Polo,1.4,Petrol,2001,141827,3112,24,21.942225387267587,>100k,4,10y+,4,26969.875,False
Ford,Mondeo,1.8,Diesel,2018,18926,37432,7,1977.8083060340275,<20k,1,6-10y,3,43916.0,False
VW,Passat,1.6,Diesel,2006,141227,7247,19,51.31455033385967,>100k,4,10y+,4,43699.5,False
Ford,Focus,1.8,Petrol,2022,7069,50035,3,7078.087423963786,<20k,1,3-5y,2,40657.0,True
Porsche,911,2.2,Petrol,1987,170665,4021,38,23.56077696071251,>100k,4,10y+,4,123087.75,False
VW,Polo,1.4,Petrol,1995,223041,1038,30,4.6538528790670775,>100k,4,10y+,4,26969.875,False
BMW,X3,3.0,Diesel,1995,191536,3458,30,18.054047280928913,>100k,4,10y+,4,59511.625,False
BMW,M5,4.4,Petrol,2003,130420,19412,22,148.84220211623986,>100k,4,10y+,4,134836.0,False
VW,Golf,1.2,Petrol,1989,179669,1121,36,6.239251067240314,>100k,4,10y+,4,35342.375,False
Ford,Fiesta,1.0,Petrol,1996,205163,1073,29,5.229987863308686,>100k,4,10y+,4,24653.0,False
Toyota,RAV4,2.2,Hybrid,1997,93359,8950,28,95.86649385704646,50-100k,3,10y+,4,66286.875,False
Toyota,Prius,1.4,Hybrid,2020,19944,44913,5,2251.9554753309267,<20k,1,3-5y,2,49265.75,False
Toyota,Prius,1.4,Hybrid,2016,27225,33029,9,1213.186409550046,20-50k,2,6-10y,3,49265.75,False
VW,Golf,1.6,Petrol,2013,54981,16497,12,300.04910787362905,50-100k,3,10y+,4,35342.375,False
VW,Golf,1.8,Diesel,2011,50482,16540,14,327.6415355968464,50-100k,3,10y+,4,35342.375,False
VW,Polo,2.0,Petrol,1997,112462,3583,28,31.85965037079191,>100k,4,10y+,4,26969.875,False
Ford,Focus,2.0,Diesel,2020,21119,44955,5,2128.651924807046,20-50k,2,3-5y,2,40657.0,True
VW,Polo,1.6,Petrol,2007,87887,7472,18,85.01826208654295,50-100k,3,10y+,4,26969.875,False
Toyota,Prius,1.0,Hybrid,2005,145737,5857,20,40.188833309317474,>100k,4,10y+,4,49265.75,False
VW,Golf,1.4,Diesel,1997,185361,2064,28,11.13502840403321,>100k,4,10y+,4,35342.375,False
Toyota,Prius,1.8,Hybrid,2000,121201,6837,25,56.41042565655399,>100k,4,10y+,4,49265.75,False
Porsche,718 Cayman,2.4,Petrol,2017,33426,47791,8,1429.7552803207084,20-50k,2,6-10y,3,73239.75,False
VW,Polo,1.6,Petrol,2000,165766,2556,25,15.41932603790886,>100k,4,10y+,4,26969.875,False
VW,Polo,2.0,Petrol,2011,98626,10098,14,102.38679455721615,50-100k,3,10y+,4,26969.875,False
Ford,Mondeo,1.4,Hybrid,1997,49558,7778,28,156.94741514992535,20-50k,2,10y+,4,43916.0,False
Ford,Mondeo,2.0,Hybrid,1998,81997,8026,27,97.88162981572496,50-100k,3,10y+,4,43916.0,False
VW,Polo,1.4,Petrol,1991,222871,796,34,3.5715727932301644,>100k,4,10y+,4,26969.875,False
Ford,Fiesta,1.2,Petrol,1992,253878,578,33,2.2766840766037233,>100k,4,10y+,4,24653.0,False
Ford,Focus,1.8,Petrol,2013,78169,17873,12,228.64562678299583,50-100k,3,10y+,4,40657.0,False
VW,Polo,1.4,Petrol,2002,157218,2934,23,18.661985268862345,>100k,4,10y+,4,26969.875,False
Ford,Focus,1.8,Diesel,2014,45829,24753,11,540.1165201073555,20-50k,2,10y+,4,40657.0,False
Ford,Fiesta,1.0,Petrol,2011,31527,10803,14,342.658673517937,20-50k,2,10y+,4,24653.0,False
BMW,M5,4.4,Petrol,1992,222601,4256,33,19.11941096401184,>100k,4,10y+,4,134836.0,False
VW,Polo,1.6,Petrol,1993,171039,1533,32,8.962868117797695,>100k,4,10y+,4,26969.875,False
VW,Golf,1.6,Petrol,1995,105636,3503,30,33.16104358362679,>100k,4,10y+,4,35342.375,False
Ford,Mondeo,2.0,Diesel,2000,44398,10256,25,231.00139645929994,20-50k,2,10y+,4,43916.0,False
VW,Golf,1.4,Petrol,2004,155236,4044,21,26.05065835244402,>100k,4,10y+,4,35342.375,False
BMW,M5,4.4,Petrol,2005,118586,24315,20,205.0410672423389,>100k,4,10y+,4,134836.0,False
Toyota,Prius,1.0,Hybrid,2002,135027,5225,23,38.695964510801545,>100k,4,10y+,4,49265.75,False
Toyota,Prius,1.4,Hybrid,2009,71342,15753,16,220.8096212609683,50-100k,3,10y+,4,49265.75,False
Ford,Mondeo,2.0,Diesel,1993,90800,4730,32,52.09251101321586,50-100k,3,10y+,4,43916.0,False
Porsche,911,2.6,Petrol,2001,107323,18441,24,171.8271013669018,>100k,4,10y+,4,123087.75,False
Toyota,Prius,1.0,Hybrid,1991,204400,1398,34,6.839530332681018,>100k,4,10y+,4,49265.75,False
Ford,Mondeo,1.4,Diesel,1997,85461,5365,28,62.7771732135126,50-100k,3,10y+,4,43916.0,False
Toyota,RAV4,2.4,Hybrid,1997,171601,5047,28,29.41125051718813,>100k,4,10y+,4,66286.875,False
Toyota,Prius,1.0,Hybrid,2003,141981,5283,22,37.209204048429015,>100k,4,10y+,4,49265.75,False
Toyota,Yaris,1.4,Hybrid,1998,98843,4800,27,48.56186072863025,50-100k,3,10y+,4,31920.5,False
BMW,M5,4.4,Petrol,2021,14070,140366,4,9976.261549395878,<20k,1,3-5y,2,134836.0,True
VW,Polo,2.0,Petrol,1996,65083,4687,29,72.01573375535854,50-100k,3,10y+,4,26969.875,False
VW,Golf,1.8,Petrol,2020,13747,35512,5,2583.2545282607116,<20k,1,3-5y,2,35342.375,True
Toyota,Yaris,1.0,Hybrid,2016,18523,22539,9,1216.8115316093506,<20k,1,6-10y,3,31920.5,False
Ford,Mondeo,1.6,Diesel,1991,333464,443,34,1.3284792361394333,>100k,4,10y+,4,43916.0,False
VW,Golf,1.4,Petrol,1989,224691,814,36,3.6227530252658093,>100k,4,10y+,4,35342.375,False
VW,Polo,1.2,Petrol,1992,142847,1568,33,10.976779351333944,>100k,4,10y+,4,26969.875,False
VW,Passat,1.6,Diesel,1996,151575,3420,29,22.563087580405742,>100k,4,10y+,4,43699.5,False
Toyota,Prius,1.8,Hybrid,1995,147723,3969,30,26.867854024085617,>100k,4,10y+,4,49265.75,False
Toyota,Prius,1.4,Hybrid,2013,78673,19568,12,248.7257381820955,50-100k,3,10y+,4,49265.75,False
Toyota,Yaris,1.4,Hybrid,2018,25972,29237,7,1125.7123055598336,20-50k,2,6-10y,3,31920.5,False
VW,Passat,2.0,Petrol,2019,15881,43146,6,2716.831433788804,<20k,1,6-10y,3,43699.5,False
Toyota,Prius,1.0,Hybrid,2007,157156,6094,18,38.7767568530632,>100k,4,10y+,4,49265.75,False
Ford,Focus,1.0,Petrol,2006,135936,5437,19,39.9967631826742,>100k,4,10y+,4,40657.0,False
Toyota,Prius,1.0,Hybrid,2015,15005,27938,10,1861.9126957680771,<20k,1,6-10y,3,49265.75,False
VW,Passat,2.0,Diesel,2013,31909,27763,12,870.0680058917548,20-50k,2,10y+,4,43699.5,False
Ford,Mondeo,1.6,Diesel,2006,94746,9784,19,103.26557321681126,50-100k,3,10y+,4,43916.0,False
Porsche,911,2.2,Petrol,1997,75623,16290,28,215.4106554884096,50-100k,3,10y+,4,123087.75,False
Toyota,Prius,1.8,Hybrid,2016,42520,34239,9,805.244590780809,20-50k,2,6-10y,3,49265.75,False
VW,Golf,1.8,Petrol,2019,25348,31173,6,1229.8011677449897,20-50k,2,6-10y,3,35342.375,False
Ford,Focus,1.4,Petrol,1988,139127,1889,37,13.577522695091535,>100k,4,10y+,4,40657.0,False
VW,Golf,1.2,Hybrid,2019,37196,28523,6,766.8297666415745,20-50k,2,6-10y,3,35342.375,False
Ford,Fiesta,1.2,Petrol,2022,5254,28439,3,5412.828321279026,<20k,1,3-5y,2,24653.0,True
Toyota,RAV4,2.0,Hybrid,2002,118694,9867,23,83.12972854567207,>100k,4,10y+,4,66286.875,False
VW,Golf,1.6,Petrol,2002,167130,3426,23,20.499012744570095,>100k,4,10y+,4,35342.375,False
Ford,Fiesta,1.4,Petrol,2002,165572,2666,23,16.1017563356123,>100k,4,10y+,4,24653.0,False
VW,Golf,1.2,Petrol,1991,182496,1250,34,6.849465193757671,>100k,4,10y+,4,35342.375,False
Porsche,718 Cayman,2.0,Petrol,2008,107866,14563,17,135.01010513043963,>100k,4,10y+,4,73239.75,False
VW,Golf,1.8,Petrol,1997,98573,4472,28,45.36739269373967,50-100k,3,10y+,4,35342.375,False
VW,Golf,1.8,Petrol,1991,222365,1077,34,4.843388123130889,>100k,4,10y+,4,35342.375,False
Ford,Fiesta,1.0,Petrol,2013,82192,8936,12,108.72104341055092,50-100k,3,10y+,4,24653.0,False
VW,Polo,1.0,Diesel,1984,174967,675,41,3.8578703412643525,>100k,4,10y+,4,26969.875,False
BMW,M5,4.4,Petrol,2010,60276,51296,15,851.0186475545822,50-100k,3,10y+,4,134836.0,False
Ford,Focus,1.6,Petrol,2006,129215,7253,19,56.131254111364775,>100k,4,10y+,4,40657.0,False
Ford,Mondeo,1.4,Diesel,2017,18372,30977,8,1686.0984106248638,<20k,1,6-10y,3,43916.0,False
Ford,Fiesta,1.4,Petrol,2018,21984,21517,7,978.7572780203784,20-50k,2,6-10y,3,24653.0,False
Ford,Mondeo,1.6,Diesel,2011,73881,15799,14,213.8438840838646,50-100k,3,10y+,4,43916.0,False
Ford,Focus,1.6,Diesel,1991,290778,673,34,2.3144804627585303,>100k,4,10y+,4,40657.0,False
VW,Golf,1.2,Diesel,2012,107457,9762,13,90.84564058181412,>100k,4,10y+,4,35342.375,False
Ford,Mondeo,1.8,Petrol,2003,160937,4827,22,29.993102891193445,>100k,4,10y+,4,43916.0,False
Toyota,Prius,1.8,Hybrid,2009,85848,16168,16,188.33286739353275,50-100k,3,10y+,4,49265.75,False
Ford,Mondeo,1.4,Diesel,2000,130981,4666,25,35.62348737603164,>100k,4,10y+,4,43916.0,False
Ford,Fiesta,1.2,Petrol,2008,110703,5706,17,51.54331860925178,>100k,4,10y+,4,24653.0,False
Ford,Mondeo,1.4,Diesel,1993,124225,3085,32,24.833970617830552,>100k,4,10y+,4,43916.0,False
BMW,Z4,3.0,Petrol,1991,230331,1700,34,7.380682582891578,>100k,4,10y+,4,53698.375,False
Porsche,718 Cayman,2.4,Petrol,1995,141570,5161,30,36.455463728191006,>100k,4,10y+,4,73239.75,False
Ford,Fiesta,1.2,Petrol,2001,100255,3866,24,38.56166774724453,>100k,4,10y+,4,24653.0,False
VW,Polo,1.4,Petrol,2014,46462,14659,11,315.50514398863584,20-50k,2,10y+,4,26969.875,False
Porsche,718 Cayman,2.4,Petrol,1997,204437,3461,28,16.929420799561722,>100k,4,10y+,4,73239.75,False
Ford,Focus,1.8,Petrol,1998,173140,3150,27,18.19336952754996,>100k,4,10y+,4,40657.0,False
VW,Passat,2.0,Diesel,2005,118664,9049,20,76.25733162542979,>100k,4,10y+,4,43699.5,False
VW,Polo,1.0,Petrol,2016,52088,13670,9,262.4404853325142,50-100k,3,6-10y,3,26969.875,False
Ford,Fiesta,1.2,Petrol,1995,127093,2115,30,16.64135711644229,>100k,4,10y+,4,24653.0,False
Ford,Focus,1.4,Petrol,1996,229976,1473,29,6.405016175600933,>100k,4,10y+,4,40657.0,False
Toyota,RAV4,2.4,Petrol,2019,29306,51126,6,1744.5574285129323,20-50k,2,6-10y,3,66286.875,False
VW,Passat,1.8,Diesel,2011,54516,20098,14,368.6624110352924,50-100k,3,10y+,4,43699.5,False
VW,Passat,1.8,Diesel,2005,172978,5529,20,31.96360230780793,>100k,4,10y+,4,43699.5,False
BMW,X3,2.0,Diesel,1990,107404,4012,35,37.354288480875944,>100k,4,10y+,4,59511.625,False
Ford,Mondeo,1.8,Petrol,2009,74827,13878,16,185.46781242065032,50-100k,3,10y+,4,43916.0,False
Toyota,Prius,1.4,Hybrid,2009,95461,13315,16,139.48104461507842,50-100k,3,10y+,4,49265.75,False
